COLLISION_ID,LOCATION,X,Y,LONGITUDE,LATITUDE,DATE,TIME,ENVIRONMENT,LIGHT,SURFACE_CONDITION,TRAFFIC_CONTROL,TRAFFIC_CONTROL_CONDITION,COLLISION_CLASSIFICATION,IMPACT_TYPE,NO_OF_PEDESTRIANS
17-2355,FOXHOUND WAY btwn BURRITTS RAPIDS PL & PRENTISS WAY,364026.06171,5012597.96156,-75.74547180090,45.25084890940,2017-03-05,8:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2356,EVELYN AVE btwn MAIN ST & ROSEMERE AVE,369184.96075,5030560.23465,-75.67741857180,45.41201634100,2017-03-05,12:38:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2357,MERIVALE RD @ WOODFIELD DR/ROYDON PL,365463.03555,5022298.49890,-75.72598016310,45.33801135240,2017-03-05,1:44:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2358,MARKETPLACE AVE btwn GREENBANK RD & TRANSITWAY SOUTHWEST,364116.64279,5014663.93614,-75.74407126650,45.26943098160,2017-03-05,1:39:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
17-2359,MCARTHUR AVE btwn MAY ST & ST. LAURENT BLVD,371831.25790,5032869.82655,-75.64329898480,45.43254854350,2017-03-05,3:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-2360,REGIONAL ROAD 174 btwn OR174 IC109 RAMP64 & OR174 IC105 RAMP16,376690.61344,5035425.48105,-75.58082781350,45.45506004260,2017-03-05,3:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2361,HURON AVE @ SPENCER ST,364756.78931,5029337.83960,-75.73413621270,45.40141090000,2017-03-05,4:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-2362,BRONSON AVE @ IMPERIAL AVE/PLYMOUTH ST,367319.03775,5029645.55839,-75.70137120690,45.40395553670,2017-03-05,5:04:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,05 - Turning movement,0
17-2363,ROCKINGHAM AVE btwn BRULE AVE & CLEMENTINE BLVD,369445.01836,5027280.40720,-75.67452624510,45.38248158820,2017-03-05,5:32:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2364,CATHERINE ST btwn BRONSON AVE & HWY417 IC121A RAMP61,367316.30163,5029830.76558,-75.70138267480,45.40562222180,2017-03-05,5:52:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
17-2365,BREEZEWOOD ST/RUSTIC HILLS CRES @ VALIN ST,386508.39814,5037632.06300,-75.45495347630,45.47383364400,2017-03-05,6:53:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-2366,EAGLESON RD @ KAKULU RD,353383.14611,5019152.48780,-75.88040997050,45.31064344820,2017-03-06,12:23:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2367,JEANNE D'ARC BLVD @ GREY NUNS DR/YOUVILLE DR,379673.25652,5036700.97085,-75.54250362740,45.46622271050,2017-03-06,6:42:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
17-2368,CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & OTTAWA RIVER PKWY,363136.56629,5029606.30558,-75.75479874300,45.40396339850,2017-03-06,8:13:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-2369,PRINCE OF WALES DR @ FALLOWFIELD RD,367399.37555,5019165.80130,-75.70167215070,45.30965375290,2017-03-06,7:55:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2370,RIVERSIDE DR @ SMYTH RD NORTH SIDE RAMP,369938.56934,5029318.08269,-75.66795559950,45.40077017380,2017-03-06,8:52:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-2371,ROGER STEVENS DR btwn DORACK DR & FIRST LINE RD,371238.02391,5002260.60664,-75.65498058290,45.15719029320,2017-03-06,9:05:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2372,MAITLAND AVE/GLENMOUNT AVE @ ERINDALE DR,363698.69454,5025213.52059,-75.74814278420,45.36439074220,2017-03-06,9:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-2373,HOLLAND AVE @ WELLINGTON ST,364929.36695,5029154.89219,-75.73195427820,45.39974997760,2017-03-06,9:31:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-2374,CARLING AVE @ FAIRLAWN AVE/WOODROFFE AVE E,361934.68410,5025830.52790,-75.77058762240,45.37008852270,2017-03-06,10:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-2375,CARP RD @ HAZELDEAN RD,348804.91035,5014361.10510,-75.93921913740,45.26783077750,2017-03-06,12:08:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2376,MCARTHUR AVE @ VANIER PKWY,370219.03945,5032690.58590,-75.66392571450,45.43108848700,2017-03-06,12:22:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2377,MILTON RD @ NAVAN RD,387268.78820,5031812.52164,-75.44620525070,45.42138589200,2017-03-06,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,01 - Fatal injury,02 - Angle,0
17-2378,LAURIER AVE   W btwn LYON ST N & KENT ST,367202.19147,5031097.78750,-75.70267983670,45.41703269060,2017-03-06,1:51:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-2379,KING EDWARD AVE btwn DALY AVE & STEWART ST,368615.65085,5032237.01723,-75.68447414640,45.42715558870,2017-03-06,2:03:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
17-2380,CYRVILLE RD @ ST. LAURENT BLVD,372242.23030,5032110.56100,-75.63815107930,45.42567751710,2017-03-06,2:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2381,ALBION RD btwn KILLYMOON WAY & MITCH OWENS RD,375888.10035,5014855.19767,-75.59404621330,45.27006056610,2017-03-06,3:36:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
17-2382,CYRVILLE RD @ INNES RD,375047.39025,5031119.56420,-75.60244938320,45.41648498140,2017-03-06,4:28:00 PM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
17-2383,INNES RD btwn HWY417 IC112 RAMP57 & HWY417 IC112 RAMP65,374386.90587,5030805.67470,-75.61093168370,45.41372676310,2017-03-06,4:32:00 PM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
17-2384,INNES RD @ ORLEANS BLVD,380460.46065,5034295.73410,-75.53280815430,45.44449743930,2017-03-06,4:38:00 PM,04 - Freezing Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
17-2385,DES EPINETTES AVE @ JEANNE D'ARC BLVD,382227.75144,5035957.90250,-75.50995802300,45.45925872820,2017-03-06,4:45:00 PM,04 - Freezing Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-2386,ALTA VISTA DR btwn KILBORN AVE & CAVENDISH RD,370354.68631,5027861.23810,-75.66283449190,45.38762316980,2017-03-06,4:54:00 PM,02 - Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
17-2387,CARLING AVE @ PRESTON ST,366830.04445,5028934.88450,-75.70770647010,45.39760458680,2017-03-06,4:53:00 PM,03 - Snow,01 - Daylight,06 - Ice,01 - Traffic signal,00 - Unknown,03 - P.D. only,02 - Angle,0
17-2388,CASTLEFRANK RD @ HAZELDEAN RD,352678.88144,5017675.43121,-75.88953374220,45.29740091620,2017-03-06,5:40:00 PM,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-2389,ALLENBY RD/IPSWICH TER @ FLAMBOROUGH WAY,349321.19868,5023067.50232,-75.93185799920,45.34614104110,2017-03-06,6:09:00 PM,04 - Freezing Rain,05 - Dusk,02 - Wet,02 - Stop sign,00 - Unknown,03 - P.D. only,02 - Angle,0
17-2390,BANK ST @ JOHNSTON RD,370852.06495,5024839.52790,-75.65688752970,45.36038812570,2017-03-06,6:16:00 PM,04 - Freezing Rain,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
17-2391,RUSSELL RD @ SAUMURE RD/LANGLADE RD,399946.89536,5029465.82229,-75.28469022920,45.39866439070,2017-03-06,6:16:00 PM,04 - Freezing Rain,05 - Dusk,04 - Slush,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
17-2392,CONNAUGHT AVE btwn CARLING AVE & SACKVILLE ST,360807.39882,5025009.40288,-75.78507110030,45.36279108030,2017-03-06,12:00:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2393,MARCH RD btwn HWY417 IC138 RAMP36 & HWY417 IC138 RAMP26,352912.50200,5020299.75069,-75.88630041360,45.32099916170,2017-03-06,5:40:00 PM,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
17-2394,BRONSON AVE @ LAURIER AVE,366805.03545,5030860.23151,-75.70778374600,45.41493053920,2017-03-06,6:41:00 PM,04 - Freezing Rain,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
17-2395,ARGYLE AVE W @ METCALFE ST,368336.71376,5030579.90979,-75.68825212700,45.41227089810,2017-03-06,6:56:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-2396,KANATA AVE @ TERRY FOX DR,349305.53305,5019210.24681,-75.93240466970,45.31143343420,2017-03-06,7:13:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
17-2397,IRIS ST @ WOODROFFE AVE,362282.35765,5024442.18840,-75.76631089710,45.35756793670,2017-03-06,7:35:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-2398,LEITRIM RD @ ALBION RD,373493.89497,5020422.94162,-75.62378335190,45.32039542400,2017-03-06,7:40:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2399,VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA,369128.00576,5033487.63116,-75.67776383980,45.43836119680,2017-03-06,7:49:00 PM,03 - Snow,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-2400,ELGIN ST @ LAURIER AVE,367949.04435,5031550.24470,-75.69308016690,45.42103674420,2017-03-06,8:04:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-2401,KATIMAVIK RD @ CURRAN ST/DAVIS AVE,351461.24161,5018494.69602,-75.90498095760,45.30485479940,2017-03-06,8:04:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2402,ST. PATRICK ST btwn PARENT AVE & DALHOUSIE ST,367907.66920,5032608.50454,-75.69347321780,45.43056233920,2017-03-06,9:04:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,05 - Turning movement,0
17-2403,SMYTH RD btwn LYNDA LANE & ROGER GUINDON AVE,371778.64983,5029209.91537,-75.64446870760,45.39962330440,2017-03-06,12:00:00 AM,02 - Rain,07 - Dark,04 - Slush,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2404,REGIONAL ROAD 174 btwn OR174 IC109 RAMP64 & OR174 IC105 RAMP16,378742.65793,5036656.46056,-75.55440939020,45.46592137090,2017-03-06,9:57:00 PM,02 - Rain,07 - Dark,04 - Slush,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2405,EAGLESON RD btwn KATIMAVIK RD & KAKULU RD,353327.22407,5019287.28174,-75.88110991160,45.31186021820,2017-03-06,10:25:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2406,RICHARDSON SIDE RD btwn CARP RD & OAK CREEK RD,346434.32311,5017366.13090,-75.96917551050,45.29501551300,2017-03-06,10:30:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2407,PRINCE OF WALES DR @ MERIVALE RD,367451.38354,5017616.46060,-75.70120476550,45.29570834740,2017-03-06,10:55:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
17-2408,GRADY CRES btwn JANSEN RD & JANSEN RD,360068.29978,5021149.51893,-75.79493619750,45.32811851820,2017-03-07,12:51:00 AM,01 - Clear,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2409,HARWOOD AVE @ PINECREST RD,360209.34065,5024121.17740,-75.79280423630,45.35484637960,2017-03-07,1:09:00 AM,01 - Clear,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-2410,RIDEAU RD btwn BOWESVILLE RD & ALBION RD,374291.53480,5016112.82656,-75.61421449190,45.28153592150,2017-03-07,2:25:00 AM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2411,RICHMOND RD btwn MCEWEN AVE & HARTLEIGH AVE,361134.66149,5025969.93241,-75.78078443190,45.37140763940,2017-03-07,3:48:00 AM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2412,BOWESVILLE RD btwn HIGH RD & EARL ARMSTRONG RD,372430.72800,5017717.47190,-75.63771209120,45.29615559700,2017-03-07,7:09:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2413,IPSWICH TER btwn BEACON WAY & BEACON WAY,349069.56055,5023029.46065,-75.93507244130,45.34581466110,2017-03-07,7:25:00 AM,02 - Rain,01 - Daylight,06 - Ice,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
17-2414,COLONEL BY DR/SUSSEX DR @ RIDEAU ST,367921.14416,5032044.75467,-75.69337327650,45.42548869660,2017-03-06,12:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2415,DUMAURIER AVE btwn ALENMEDE CRES & RAMSEY CRES,359939.44927,5023271.24917,-75.79634340480,45.34722000850,2017-03-06,10:00:00 PM,04 - Freezing Rain,99 - Other,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2416,PEACOCK CRES btwn FLANDERS ST & FLANDERS ST,361975.39679,5014534.57108,-75.77137184950,45.26844428580,2017-03-07,8:07:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2417,ASTURCON ST @ LIVERY ST,352651.39810,5015239.66190,-75.89011905680,45.27548509790,2017-03-07,8:24:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-2418,GREY SEAL CIRC btwn BOOKTON PL & NORTH BLUFF DR,369429.82395,5016366.08100,-75.67614544550,45.28427844440,2017-03-07,12:00:00 AM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2419,ASTURCON ST @ LIVERY ST,352651.39810,5015239.66190,-75.89011905680,45.27548509790,2017-03-07,8:36:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-2420,COTTER'S CRES btwn DOWNPATRICK RD & DOWNPATRICK RD,370373.52697,5022991.40753,-75.66324019680,45.34380420140,2017-03-07,8:52:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2421,FAIRLEA CRES btwn HEATHERINGTON RD & GORE PRIV,371839.72524,5026707.12523,-75.64402864700,45.37709834000,2017-03-07,8:59:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
17-2422,KIMBERWICK CRES btwn CHANCELLOR CRT & RIVERSIDE DR,367990.48468,5022464.35219,-75.69371356410,45.33928058610,2017-03-07,9:20:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-2423,WOODFORD WAY btwn WOODPARK WAY & ARMAGH WAY,364960.09808,5017025.39773,-75.73303703480,45.29060771130,2017-03-07,9:11:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2424,WILLOWDALE AVE btwn EVANS BLVD & RENFIELD RD,370175.08876,5027083.53447,-75.66523079250,45.38064244230,2017-03-07,9:23:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2425,COLLISTON CRES btwn WALKLEY RD & WALKLEY RD,370925.91542,5026461.92654,-75.65572783170,45.37497896490,2017-03-07,9:17:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
17-2426,ODESSA WAY btwn COBBLE HILL DR & NEWBURGH PL,360934.64100,5015220.78500,-75.78455634180,45.27470274170,2017-03-07,10:00:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2427,CANFIELD RD btwn KEPPLER CRES & VALLEYVIEW RD,360723.13289,5021275.66271,-75.78656881690,45.32920168960,2017-03-07,10:05:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
17-2428,KINGSMERE AVE @ CARLING AVE,362297.35315,5026060.19811,-75.76593123900,45.37212541180,2017-03-07,10:15:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
17-2429,EARL ARMSTRONG RD btwn LIMEBANK RD & BOWESVILLE RD,371816.73118,5016947.27928,-75.64564370090,45.28928441900,2017-03-07,10:16:00 AM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2430,SHANDON AVE btwn GRANDFIELD LANE & EARL MULLIGAN DR,364860.25988,5017572.61608,-75.73424346380,45.29554009870,2017-03-07,10:21:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2431,TWYFORD ST btwn MCCARTHY RD & CAHILL DR W,370102.12763,5023487.94323,-75.66663750060,45.34829721110,2017-03-07,10:31:00 AM,04 - Freezing Rain,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-2432,KILMORY CRES btwn BOWMOOR AVE & INVERNESS AVE,365841.10890,5024387.55017,-75.72089881480,45.35677551810,2017-03-07,10:00:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2433,BERRY GLEN ST @ ROCKY HILL DR,366634.78259,5014444.70360,-75.71201048370,45.26724144460,2017-03-07,8:33:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
17-2434,SANFORD AVE btwn LEXINGTON ST & MORLEY BLVD,366661.33426,5026131.64872,-75.71021247370,45.37239666920,2017-03-07,11:16:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2435,MERNER AVE @ TIBER GT,362140.33815,5014144.42540,-75.76931509320,45.26492029860,2017-03-07,11:23:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
17-2436,REGATTA AVE btwn BRAMBLING WAY & EGRET WAY,364702.26610,5012424.31520,-75.73687877940,45.24922919970,2017-03-07,11:32:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2437,FOUR SEASONS DR btwn SCHOLARS CRT & SHADETREE CRES,366388.05779,5024010.61233,-75.71396542080,45.35333607070,2017-03-07,11:41:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-2438,HUNTLEY RD @ FALLOWFIELD RD,352403.92415,5009614.71920,-75.89381167540,45.22488683140,2017-03-07,12:00:00 PM,02 - Rain,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-2439,FOUR SEASONS DR btwn SCHOLARS CRT & SHADETREE CRES,366410.72738,5024019.14505,-75.71367505790,45.35341085590,2017-03-07,8:15:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
17-2440,HUNT CLUB RD @ PAUL ANKA DR,369777.39075,5022897.49040,-75.67085880480,45.34301463320,2017-03-01,2:30:00 PM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-2441,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,371558.07748,5033821.60808,-75.64666093400,45.44113836290,2017-03-07,3:44:00 PM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-2442,LEES AVE @ KING EDWARD AVE/MANN AVE,369178.81093,5031334.84188,-75.67739594390,45.41898654340,2017-03-07,4:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,99 - Other,0
17-2443,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,371683.16109,5033882.47764,-75.64505395220,45.44167408230,2017-03-07,3:45:00 PM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-2444,MEADOWLANDS DR btwn NE/OT BOUNDARY & FISHER AVE,366559.34584,5025034.74366,-75.71165156120,45.36253594250,2017-03-07,5:31:00 PM,02 - Rain,05 - Dusk,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
17-2445,HAZELDEAN RD btwn CASTLEFRANK RD & 246 E OF CASTLEFRANK RD,352692.92827,5017688.80913,-75.88935335930,45.29752033650,2017-03-07,5:40:00 PM,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
17-2446,RICHARDSON SIDE RD btwn OAK CREEK RD & HUNTMAR DR,347444.35549,5018306.86050,-75.95621758180,45.30341995040,2017-03-07,6:57:00 PM,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,03 - P.D. only,05 - Turning movement,0
17-2447,BLACKBURN BYPASS EB btwn 1700 W OF NAVAN RD & NAVAN RD,378878.57103,5032783.69879,-75.55325469660,45.43106262720,2017-03-07,9:14:00 PM,02 - Rain,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2448,RAMSAYVILLE RD @ WALKLEY EXTENSION RD,376464.41015,5029419.88130,-75.58459350370,45.40104850960,2017-03-07,10:14:00 PM,02 - Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2449,BANK ST btwn RIDEAU RD & TURN LANE,377626.65868,5016235.08492,-75.57169031070,45.28229836360,2017-03-08,3:46:00 AM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2450,HERON RD @ ALTA VISTA DR,370493.72574,5026903.87489,-75.66118648550,45.37899612010,2017-03-08,4:00:00 AM,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
17-2451,RAMSAYVILLE RD @ RIDGE RD,376683.41135,5028864.20530,-75.58187742870,45.39602639680,2017-03-08,5:51:00 AM,01 - Clear,03 - Dawn,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
17-2452,DUNROBIN RD @ GALETTA SIDE RD,333687.60644,5040340.35330,-76.13034243800,45.50238661700,2017-03-08,5:57:00 AM,01 - Clear,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
17-2453,HARBOUR ST btwn LEARMONTH AVE & TO BE DETERMINED,328047.61508,5035483.12328,-76.20274288660,45.45889034140,2017-03-08,6:29:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-2454,DAVIDSON RD btwn BANK ST & CONROY RD,373728.34588,5022955.90380,-75.62044047300,45.34316312530,2017-03-08,6:49:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-2455,BANFF AVE @ WALKLEY RD,370505.39794,5026043.53420,-75.66115192800,45.37125396690,2017-03-08,6:45:00 AM,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
17-2456,WOODROFFE AVE btwn PINELAND AVE & SLACK RD,364212.79391,5020028.48543,-75.74220340940,45.31769294070,2017-03-08,6:53:00 AM,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-2457,STANLEY AVE @ SUSSEX DR,367831.09256,5033873.26379,-75.69428984290,45.44194910010,2017-03-08,7:06:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
